,fips,county,zhvi_weighted,population_growth,population,All industry total_growth,unemployment_rate,unemployment_rate_growth,predicted_3yr_appreciation
409,13145,"Harris, GA",203814.4751149779,1.0476615229090476,35236,1.2493960069567407,3.1,0.6326530612244897,1.2933491
1475,39165,"Warren, OH",221884.75878856628,1.035592105553569,234602,1.1606695050897002,3.5,0.8333333333333333,1.2930744
1356,37125,"Moore, NC",150347.32598106682,1.0573869294062157,100880,1.1428492191905075,3.8,0.76,1.2930132
1706,47029,"Cocke, TN",105798.59026498724,1.0218538911278878,36004,1.0832796751686762,4.5,0.7142857142857143,1.2929894
387,13101,"Echols, GA",129437.02743201457,1.012639029322548,4006,0.8540723364791882,2.8,0.6363636363636362,1.2929883
1162,31079,"Hall, NE",134002.07276816925,1.0,61353,1.1118566055859123,3.4,0.9444444444444444,1.2929679
1063,27145,"Stearns, MN",241937.07692659288,1.0244871998727938,161075,1.0976210199795808,3.1,0.8157894736842106,1.292725
67,4009,"Graham, AZ",159509.80122293998,1.0272436321316158,38837,1.3762905239591854,4.9,0.7205882352941178,1.292712
1391,37197,"Yadkin, NC",132848.19274539832,1.0003718163227366,37667,1.0710598860506226,3.3,0.7499999999999999,1.2925928
287,12035,"Flagler, FL",251397.345597281,1.0714578328957414,115081,1.1556849744727349,4.0,0.7142857142857143,1.2925544
1066,27153,"Todd, MN",150899.76328550224,1.0116073992042984,24664,1.2020852645005902,4.3,0.9148936170212764,1.2924469
482,13293,"Upson, GA",84049.37907166124,1.0028576871785102,26320,1.1595096568160577,3.6,0.5538461538461539,1.2923563
1836,48285,"Lavaca, TX",256254.0,1.013222060228244,20154,1.2324434115033909,3.0,0.7142857142857143,1.2918873
1782,47181,"Wayne, TN",103236.21863791633,0.9955812981429508,16673,1.250572682544636,4.6,0.6969696969696969,1.2917777
1035,27065,"Kanabec, MN",160769.401747035,1.0267094017094016,16337,1.0442232522172925,5.8,0.8923076923076922,1.2916343
919,25007,"Dukes, MA",826561.3097747094,1.0009818076812014,17332,1.2451047302427056,4.3,0.8113207547169812,1.2915866
2042,55033,"Dunn, WI",165117.58324468086,1.0228615231997114,45368,1.086974925524896,3.5,0.875,1.2911303
1184,31167,"Stanton, NE",148771.37520090197,0.990794979079498,5920,1.0177590443276934,2.5,0.9615384615384616,1.2905219
1006,26163,"Wayne, MI",140081.12879508134,0.9935993847593904,1749343,1.088213109581773,5.2,0.8387096774193549,1.2904072
299,12059,"Holmes, FL",115272.10850899412,1.0112898236931642,19617,1.172667541910113,3.7,0.6851851851851851,1.2901523
214,8021,"Conejos, CO",184275.0,1.0192546583850932,8205,1.3344655094792657,3.5,0.7608695652173914,1.2901134
1349,37111,"McDowell, NC",174057.42473428513,1.0198368475014488,45756,1.157014907097031,3.7,0.7708333333333334,1.2900273
193,6091,"Sierra, CA",276323.8368172623,1.0182988817350052,3005,1.3491844634412886,5.4,0.7105263157894738,1.2897248
1148,31023,"Butler, NE",168877.27659133318,1.0025012506253126,8016,1.2468067508836542,2.5,0.78125,1.289701
1073,27171,"Wright, MN",272361.60807948303,1.0457437804177625,138377,1.1184908186603806,3.2,0.8205128205128206,1.2894821
154,6007,"Butte, CA",295785.90883979,0.9688592633193506,219186,1.1999170055659083,5.2,0.787878787878788,1.2894604
590,18043,"Floyd, IN",134276.0,1.0233012745328016,78522,1.0920921712615537,3.1,0.775,1.2891356
1956,53013,"Columbia, WA",197094.75015309246,1.0025157232704405,3985,1.0900161733652955,5.4,0.84375,1.2890828
1028,27051,"Grant, MN",153947.50696798493,1.0070826306913996,5972,1.0762040138692994,4.3,0.9148936170212764,1.2890043
1284,36099,"Seneca, NY",126138.73359482802,0.980005762028234,34016,1.228806104013698,3.7,0.7708333333333334,1.2887428
399,13125,"Glascock, GA",81075.08983612954,0.9976494291470784,2971,1.0863147294217417,3.8,0.6229508196721312,1.2886932
1813,48167,"Galveston, TX",224358.01641966656,1.0405054437078036,342139,1.2301998299223824,4.0,0.7547169811320755,1.2886834
1697,47011,"Bradley, TN",168251.83803883108,1.0356355972794329,108110,1.0804657437836065,3.4,0.7555555555555555,1.288447
913,24045,"Wicomico, MD",162529.55377029756,1.0153663723405295,103609,1.0598890535851238,4.6,0.7666666666666666,1.2882497
361,13049,"Charlton, GA",101543.56954726095,1.0428282199034418,13392,0.947027118429118,3.9,0.6842105263157895,1.2879711
1770,47157,"Shelby, TN",152025.8594670058,1.001223263153284,937166,1.097521320886256,4.0,0.7407407407407407,1.2879021
1702,47021,"Cheatham, TN",255778.2687333638,1.0224261470773102,40667,1.157205638138442,2.6,0.65,1.2878555
898,24015,"Cecil, MD",249431.7456489976,1.0035906993082049,102855,1.2438201857610671,3.9,0.78,1.2872818
1333,37077,"Granville, NC",219828.0252157514,1.0299740985617885,60443,1.2555043778164034,3.3,0.7674418604651163,1.2872741
1900,51045,"Craig, VA",195649.0,1.0021484375,5131,1.215448101434324,3.0,0.6382978723404255,1.2871246
486,13301,"Warren, GA",101967.12263535552,0.982974742750234,5254,1.2436669562327645,4.8,0.6857142857142857,1.2868156
1522,40089,"McCurtain, OK",73251.1044317028,0.9925630328314892,32832,1.0488786863741772,5.4,0.7826086956521741,1.2867013
454,13237,"Putnam, GA",181317.78796510136,1.0280734371368812,22119,1.1744018153886318,4.4,0.619718309859155,1.2865062
1645,44007,"Providence, RI",256038.1180362646,1.006314161424553,638931,1.0576815848341372,3.9,0.7090909090909091,1.286407
1307,37023,"Burke, NC",145967.71781619464,1.0115594012364308,90485,1.0568672911130703,3.6,0.7346938775510203,1.2863626
984,26117,"Montcalm, MI",127045.84540119213,1.014852350165997,63888,1.0793984302885964,4.0,0.7407407407407407,1.2859445
1644,44005,"Newport, RI",455952.2372955233,0.9869895627915926,82082,1.1064668579909491,3.2,0.6808510638297872,1.2858746
307,12075,"Levy, FL",155880.65449970198,1.041820418204182,41503,1.128810405592401,3.9,0.75,1.2858648
2056,55081,"Monroe, WI",174251.12054152566,1.0182726812407812,46253,1.2000246330603557,2.9,0.7837837837837838,1.2855649
1297,37001,"Alamance, NC",154719.15864684302,1.0575606895303928,169509,1.1071938932990406,3.7,0.7872340425531915,1.285326
309,12079,"Madison, FL",104733.31170237817,1.0096636820266434,18493,1.1762317954392143,4.0,0.7547169811320755,1.2851939
1573,41045,"Malheur, OR",144271.05225653207,1.007613711272248,30571,1.1182915305488808,4.0,0.7407407407407407,1.2851933
1185,31173,"Thurston, NE",117175.92738031199,1.0119064294719151,7224,1.1605707996751722,4.4,0.9166666666666669,1.2850251
1471,39157,"Tuscarawas, OH",148458.65061532962,0.9938094209161624,91987,1.1001354324199455,4.3,0.7413793103448276,1.2844551
1864,48491,"Williamson, TX",316618.99141738034,1.119269097952701,590551,1.2479320614975462,2.8,0.8235294117647058,1.2841423
1015,27017,"Carlton, MN",183955.04499506907,1.0088876388693573,35871,1.107170024998872,4.4,0.8301886792452832,1.2838967
475,13279,"Toombs, GA",102808.67450885277,0.989270307142067,26830,1.1093350358119027,5.0,0.6329113924050632,1.2837255
306,12073,"Leon, FL",176811.32035830137,1.0238470552130123,293582,1.1421285781501298,3.3,0.7173913043478259,1.2837149
1919,51107,"Loudoun, VA",551010.3015370797,1.0726035285024356,413538,1.2026265229360964,2.2,0.7096774193548387,1.2835432
349,13023,"Bleckley, GA",102689.73530797317,1.0006996268656716,12873,1.161569571573862,5.2,0.65,1.283371
1401,39017,"Butler, OH",187914.13177369148,1.0126336711122388,383134,1.1650318925846026,3.8,0.8444444444444444,1.2831614
372,13071,"Colquitt, GA",104834.04171898543,1.0037641154328734,45600,1.200662884925886,3.2,0.6037735849056605,1.2831578
391,13109,"Evans, GA",109661.24638586472,1.0005634861006762,10654,1.063647851727043,3.4,0.6799999999999999,1.2830036
834,21237,"Wolfe, KY",42205.0,0.995548755042426,7157,1.1114440088562083,6.9,0.6900000000000001,1.2825811
495,13319,"Wilkinson, GA",121730.13422923839,0.9926829268292684,8954,1.3368470699209998,3.8,0.5937499999999999,1.282544
418,13163,"Jefferson, GA",76526.77089058525,0.9750555379244684,15362,1.1628102713348658,4.9,0.6533333333333334,1.282389
1290,36111,"Ulster, NY",224914.17870607556,0.9917952212330068,177573,1.138702791633622,3.6,0.8,1.2822976
354,13033,"Burke, GA",66715.78221361537,0.9903544090969426,22383,1.331589771647562,5.3,0.6794871794871795,1.282285
1768,47153,"Sequatchie, TN",163184.14039513544,1.0184356784600783,15026,1.1229463585962671,4.2,0.7118644067796609,1.282203
427,13181,"Lincoln, GA",141069.67666666667,1.0084022915340547,7921,1.1409278328566663,3.9,0.65,1.2821083
875,22125,"West Feliciana, LA",199588.0,1.0157238859528936,15568,1.2227060229475104,3.9,0.75,1.2817879
1012,27009,"Benton, MN",212217.65767310813,1.0302869957416787,40889,1.0835155815040876,3.8,0.8636363636363635,1.2816548
190,6085,"Santa Clara, CA",1364563.8990358457,0.9997324162193107,1927852,1.2297434034124302,2.5,0.6578947368421053,1.2816162
1792,48029,"Bexar, TX",198831.3493494511,1.0393759036257082,2003554,1.1260207052281626,3.1,0.8157894736842106,1.2814984
2054,55077,"Marquette, WI",172014.45486874736,1.0293456708526108,15574,1.0026676179102625,3.8,0.76,1.2814404
1176,31141,"Platte, NE",158970.21663002513,1.0139966068831798,33470,1.0780937034049871,2.9,0.8285714285714285,1.2814085
578,18007,"Benton, IN",96032.63036948034,1.0103950103950103,8748,1.104579034182635,3.1,0.7380952380952381,1.2813243
357,13039,"Camden, GA",156965.63811347858,1.0433637439401455,54666,1.1397656986253886,3.7,0.6379310344827587,1.2812378
1044,27097,"Morrison, MN",187761.55867701425,1.0142171456346072,33386,0.9836895682450056,5.1,0.9107142857142856,1.2809429
668,19081,"Hancock, IA",55495.0,0.9763938642417562,10630,1.1311708945979426,2.4,0.8888888888888888,1.2807043
920,25009,"Essex, MA",447194.18375245563,1.0117805159217128,789034,1.1398207628315864,3.1,0.7560975609756099,1.2805852
119,5087,"Madison, AR",179421.74716116153,1.028798411122145,16576,1.0323415888897396,2.6,0.8125,1.2805138
1743,47103,"Lincoln, TN",129961.46447611065,1.0238946490287213,34366,0.6807624308012339,3.6,0.878048780487805,1.2804008
2058,55087,"Outagamie, WI",224989.18391782432,1.0178338290184352,187885,1.129198410130157,2.9,0.8285714285714285,1.2802231
1187,31179,"Wayne, NE",148596.79921434456,1.000639727049792,9385,1.2912758432699163,2.6,0.9629629629629628,1.2802007
1891,51019,"Bedford, VA*",193467.54998212552,1.0128729501365508,78997,1.1276319042800227,2.7,0.675,1.2801645
954,26055,"Grand Traverse, MI",245120.7596402418,1.012299226812532,93088,1.0972368976846871,3.4,0.7906976744186046,1.28016
1311,37031,"Carteret, NC",211768.25728292935,1.0096645738867571,69473,1.1935854521507416,4.0,0.7692307692307692,1.2801331
631,18151,"Steuben, IN",140596.93165228932,1.007719420897783,34594,1.1509992924678012,2.6,0.7222222222222222,1.2797344
195,6095,"Solano, CA",522567.342437636,1.0200178645484417,447643,1.1283578072545437,3.8,0.6909090909090909,1.279455
1658,45023,"Chester, SC",119994.8148045141,0.9983589807102828,32244,1.243880318777089,4.0,0.5714285714285714,1.2792854
1408,39031,"Coshocton, OH",163802.32136407096,0.999535734768004,36600,0.974821584607486,5.9,0.8309859154929579,1.2791603
1060,27139,"Scott, MN",323667.3323271589,1.0398021059389153,149013,1.2197723509262546,2.7,0.84375,1.2790813
1674,45055,"Kershaw, SC",128691.23575622412,1.0344768625744174,66551,1.0911033639081291,2.8,0.5490196078431373,1.2789795
982,26113,"Missaukee, MI",137504.0,1.0066586762551604,15118,1.5188814942358897,4.7,0.7833333333333333,1.2786372
80,5007,"Benton, AR",194556.66871894008,1.0768830146752466,279141,1.1703550683749988,2.6,0.8965517241379308,1.2784814
1047,27103,"Nicollet, MN",198069.19890070785,1.016429418742586,34274,1.213697201064826,2.5,0.8928571428571429,1.2784156
908,24035,"Queen Anne's, MD",304157.30658193084,1.0268634205001732,50381,1.2093755208379022,3.0,0.7894736842105263,1.2783321
1229,35035,"Otero, NM",131070.95270884,1.028074397916127,67490,1.1055579086776517,5.1,0.8360655737704918,1.2781898
1357,37127,"Nash, NC",145940.55380274664,1.0036720487903523,94298,0.7416726013606326,4.7,0.7121212121212122,1.2780097
1325,37059,"Davie, NC",156379.51405104785,1.022065313327449,42846,1.1774640553128706,3.3,0.7333333333333333,1.2779608
924,25017,"Middlesex, MA",608273.533580321,1.0106825011413063,1611699,1.162302953498735,2.4,0.7272727272727273,1.2779324
582,18015,"Carroll, IN",126989.83659257984,1.0142191959144846,20257,1.1934135786705684,3.0,0.7142857142857143,1.2779322
1020,27033,"Cottonwood, MN",104335.3705997729,0.9849564528899446,11196,1.2162785165254342,3.6,0.5,1.2777638
251,8107,"Routt, CO",549614.7743609374,1.038732679685601,25638,1.1819478274187325,2.1,0.8400000000000001,1.277493
1857,48453,"Travis, TX",380761.1243516222,1.056250259097429,1273954,1.2066211633477442,2.6,0.8125,1.2769653
243,8091,"Ouray, CO",379014.0,1.0340363332637297,4952,1.1644412786204457,2.8,0.7777777777777777,1.2768338
1764,47145,"Roane, TN",157027.72471123692,1.0082728921124209,53382,1.1254352631777182,4.0,0.7142857142857143,1.2767851
185,6075,"San Francisco, CA",1442888.258674029,1.0115167662636888,881549,1.2713408194549736,2.2,0.6666666666666667,1.2766196
945,26035,"Clare, MI",109806.0,1.018527659854543,30950,1.2086244795110532,5.9,0.7972972972972973,1.276443
1114,29115,"Linn, MO",89516.07635983262,0.981393051210275,11920,1.1425315708367525,4.8,0.7164179104477612,1.2762278
628,18143,"Scott, IN",115233.0,1.0078524084941107,23873,1.1377530946399927,3.5,0.7291666666666667,1.2761879
1149,31025,"Cass, NE",224398.9294702659,1.0234335399851835,26248,1.2592082697888047,3.3,0.9705882352941176,1.2761421
1794,48039,"Brazoria, TX",230037.00958701354,1.0597726210870582,374264,1.1407663458301902,4.2,0.8076923076923077,1.2759913
1351,37115,"Madison, NC",241611.69818757148,1.018158843075771,21755,1.189978221258796,3.5,0.7142857142857142,1.2756934
1024,27041,"Douglas, MN",209168.89107205122,1.0265651073908597,38141,1.0402006106924824,3.1,0.8857142857142858,1.27527
485,13299,"Ware, GA",83642.9584836243,1.0024124775583485,35734,1.163452286497528,3.8,0.6909090909090909,1.2749078
969,26085,"Lake, MI",89401.89456058454,1.0,11853,1.2482444656034275,6.2,0.8157894736842106,1.2748768
1062,27143,"Sibley, MN",194621.87955779675,1.0035781798541723,14865,1.1634517575697778,3.8,0.8837209302325582,1.2748384
1054,27123,"Ramsey, MN",265868.61820182466,1.0162861817684885,550321,1.0881953476269115,2.9,0.8055555555555555,1.2747059
1011,27007,"Beltrami, MN",180282.39139338885,1.0256477134411406,47188,1.1042361595390309,4.2,0.8076923076923077,1.27419
347,13019,"Berrien, GA",109948.6733416771,1.0211097073068014,19397,1.1932039331483222,4.1,0.6612903225806451,1.2741739
914,24047,"Worcester, MD",200609.05913464676,1.015560951918407,52276,1.1356704571832763,7.2,0.8,1.2737254
1228,35013,"Do�a Ana, NM",179661.55665306433,1.0164536971904798,218195,1.0962916847551956,5.9,0.8194444444444444,1.2730868
40,1089,"Madison, AL",201826.6432225288,1.0453565591807787,372909,1.1584255048158885,2.6,0.5098039215686275,1.2729199
1719,47055,"Giles, TN",128334.49471997756,1.010252014400823,29464,1.1467646491437304,3.8,0.95,1.2728962
996,26143,"Roscommon, MI",104487.22135581312,1.0100929391479878,24019,1.1897838184560443,7.3,0.8488372093023256,1.2725949
435,13197,"Marion, GA",100083.68076096574,0.9871280113367974,8359,1.1675524475524477,4.3,0.581081081081081,1.2724557
421,13169,"Jones, GA",117649.43535517783,1.005634492895639,28735,1.0727325901845874,3.3,0.6734693877551019,1.272202
759,21079,"Garrard, KY",134238.30060813646,1.0163387412265559,17666,1.107704583147086,4.5,0.9375,1.2721887
1686,45081,"Saluda, SC",142853.87601126198,1.0141675335612028,20473,1.1259395521797608,2.6,0.5909090909090908,1.2720835
1613,42071,"Lancaster, PA",233216.88214218122,1.0140552995391705,545724,1.1315428619242194,3.5,0.853658536585366,1.2720139
302,12065,"Jefferson, FL",219182.03901194246,1.020487106017192,14246,1.1025696393867417,3.5,0.6603773584905661,1.2718523
232,8069,"Larimer, CO",422874.6712156153,1.0528491020225144,356899,1.2213255745810554,2.3,0.8518518518518517,1.2718513
1893,51023,"Botetourt, VA",170567.83090039773,1.0050222543004932,33419,1.126964263952582,2.4,0.6666666666666666,1.2718489
1295,36121,"Wyoming, NY",163156.2636276734,0.9858280569845668,39859,1.1604394474448878,4.2,0.7777777777777778,1.2715038
1330,37069,"Franklin, NC",225488.13556088484,1.077447584884656,69685,1.174724861660921,3.9,0.75,1.2714722
943,26027,"Cass, MI",121887.8192858101,1.00984750984751,51787,1.1548471744340163,4.1,0.8723404255319148,1.2713237
432,13191,"McIntosh, GA",149877.37579291346,1.022835597922743,14378,1.1951515881312977,3.7,0.6271186440677966,1.2713163
1315,37039,"Cherokee, NC",168466.0,1.0288755438886692,28612,1.1598262792441034,4.3,0.7543859649122806,1.2712004
1428,39071,"Highland, OH",115510.24295363185,1.0036041482583826,43161,1.1349699103067996,5.2,0.8125,1.2711896
217,8029,"Delta, CO",234493.2967271797,1.0268898701641074,31162,1.2062332461650582,3.2,0.6808510638297872,1.2711554
1337,37085,"Harnett, NC",198819.82717090863,1.0405742534857738,135976,1.1359226424215076,4.5,0.7758620689655172,1.2710772
1249,36029,"Erie, NY",179749.14391277343,1.0000261244962871,918702,1.1269378459000916,4.1,0.82,1.2710623
641,18183,"Whitley, IN",185384.5524766873,1.014607916355489,33964,1.23921017582493,2.9,0.7631578947368421,1.2709932
601,18071,"Jackson, IN",151290.97542981186,1.0053185444462125,44231,1.1639525405893731,2.6,0.7222222222222222,1.2707567
1049,27109,"Olmsted, MN",245021.21099340555,1.0327587556761837,158293,1.154775028525714,2.5,0.8333333333333334,1.2707295
487,13303,"Washington, GA",86885.93538324421,1.0013269769499191,20374,1.128757824489458,4.2,0.65625,1.2703664
1323,37055,"Dare, NC",311765.9621360957,1.032934215300455,37009,1.2037025433065416,4.6,0.6764705882352939,1.2703342
733,21027,"Breckinridge, KY",116083.46021212846,1.0247722950655591,20477,1.1009595240713062,5.1,0.8225806451612903,1.2703127
1301,37009,"Ashe, NC",192443.15160855907,1.0226691729323307,27203,1.1504809274870702,3.6,0.75,1.2703116
1309,37027,"Caldwell, NC",149937.3994249462,1.0050387691705598,82178,1.1473414894326288,3.9,0.75,1.2701153
1123,29147,"Nodaway, MO",134970.05668449198,0.9838343353373412,22092,1.0587479253800705,3.0,0.6382978723404255,1.2700247
1405,39025,"Clermont, OH",204561.06108341526,1.0160608372505109,206428,1.1143963936626928,3.8,0.8444444444444444,1.269979
234,8073,"Lincoln, CO",170627.11465358676,1.0270221581696992,5701,1.1112693966676956,2.2,0.8800000000000001,1.2699175
1317,37043,"Clay, NC",169772.71661049087,1.0448413805935437,11231,1.210111917481596,4.4,0.8,1.2698514
1248,36027,"Dutchess, NY",299960.41437745054,1.0040576188704873,294218,1.1262882234574088,3.5,0.8333333333333333,1.269831
976,26101,"Manistee, MI",136431.86862735052,1.0054864068129707,24558,1.1236530935639937,5.4,0.8181818181818182,1.2695732
1710,47037,"Davidson, TN",333400.93556099763,1.012124013420255,694144,1.1593231820360812,2.5,0.6944444444444444,1.2689798
1773,47163,"Sullivan, TN",142476.45445896016,1.0138684355431484,158348,1.0925574622171572,3.7,0.7115384615384616,1.268875
1520,40085,"Love, OK",94963.9252852634,1.02366214057508,10253,1.103537557988071,2.1,0.7000000000000001,1.2686765
1119,29135,"Moniteau, MO",126437.166536965,1.0088174598211497,16132,1.1127261226387553,2.9,0.6744186046511628,1.2684889
74,4023,"Santa Cruz, AZ",164847.95427718325,1.0021120689655172,46498,1.2073655602808324,8.7,0.8529411764705882,1.2683172
622,18127,"Porter, IN",191277.16427887545,1.0173996118823705,170389,1.168145110069654,3.7,0.7254901960784315,1.2682672
883,23015,"Lincoln, ME",220581.51137953546,1.0194266203567437,34634,1.1356278679784368,2.6,0.7027027027027027,1.2681183
211,8013,"Boulder, CO*",569810.5117630597,1.0153961089494163,326196,1.2167008696169666,2.3,0.8846153846153845,1.2677898
212,8014,"Broomfield, CO*",483240.46649406455,1.0594169560837732,70465,1.1382898668872747,2.4,0.8571428571428572,1.2676914
1704,47025,"Claiborne, TN",103767.1744558009,1.0102737560852248,31959,1.1224190860906842,4.2,0.6774193548387097,1.2676904
934,26009,"Antrim, MI",187097.34277137325,1.0106157112526541,23324,1.0961951900614892,5.0,0.7042253521126761,1.2676882
1147,31019,"Buffalo, NE",127004.0,1.011302541544477,49659,1.144382491557855,2.6,1.04,1.2676065
429,13185,"Lowndes, GA",113081.03897383325,1.0266351871283663,117406,1.146253196527964,3.6,0.679245283018868,1.2674459
1901,51047,"Culpeper, VA",301045.5517590243,1.045430155607226,52605,1.1091897559525776,2.5,0.6578947368421053,1.2672937
1173,31135,"Perkins, NE",118458.25801670707,0.9996542185338866,2891,1.3688124994616755,2.2,1.0,1.2671341
603,18077,"Jefferson, IN",121091.63524370648,1.0024201054917778,32308,1.1244622145245835,3.3,0.7173913043478259,1.2671177
273,12005,"Bay, FL",190453.79142287566,0.9513761068211768,174705,1.1129674108377108,3.9,0.8125,1.2670858
1744,47105,"Loudon, TN",238736.75047855056,1.0524594631421174,54068,1.1851546707740341,3.4,0.7234042553191489,1.2670512
1318,37045,"Cleveland, NC",134570.0415441102,1.0101794554455443,97947,1.2455777559229575,3.8,0.6909090909090909,1.2665038
1916,51101,"King William, VA",251330.0,1.045291069795794,17148,1.1411224945107863,2.6,0.7027027027027027,1.2664926
1670,45047,"Greenwood, SC",75781.16223291353,1.0088761611671508,70811,1.124652937285079,3.0,0.5882352941176471,1.2662711
1920,51109,"Louisa, VA",301643.8017344864,1.0647801948787672,37591,1.0956908819925937,2.6,0.6842105263157895,1.2662148
1921,51113,"Madison, VA",248744.67491288105,1.0137604158703464,13261,1.020943081074136,2.1,0.6774193548387097,1.266202
589,18039,"Elkhart, IN",174036.26297851076,1.0132536510150163,206341,1.105673601578422,3.0,0.8823529411764706,1.2661223
960,26067,"Ionia, MI",183137.1760778522,1.0079455341424275,64697,1.1169406265620858,3.3,0.7674418604651163,1.2659625
1814,48177,"Gonzales, TX",256254.0,1.002405349497282,20837,1.2622047401835557,2.7,0.6428571428571429,1.2659299
1175,31139,"Pierce, NE",154837.4958677686,1.0005599104143337,7148,1.1116836898329756,2.6,1.0,1.2658894
1662,45031,"Darlington, SC",102671.65365932207,0.9904696769205608,66618,1.148250883765227,3.3,0.5409836065573771,1.2656748
903,24025,"Harford, MD",304646.20619080693,1.0202540240444142,255441,1.1270809827609698,3.2,0.7804878048780489,1.2656722
1837,48287,"Lee, TX",228704.34853407746,1.0155522827687775,17239,1.187583515361896,2.6,0.6842105263157895,1.2655866
1443,39101,"Marion, OH",96633.09877122132,0.9942871981303556,65093,1.0901757288501015,4.1,0.8039215686274509,1.2655127
1070,27163,"Washington, MN",300668.88971915183,1.039358104094225,262440,1.1707661737097717,2.8,0.8484848484848485,1.2653908
1845,48339,"Montgomery, TX",245918.80965552604,1.0939724359528544,607391,1.3674286163795075,3.4,0.6938775510204079,1.2651858
1342,37097,"Iredell, NC",214806.09621328075,1.05415560168381,181806,1.1323001946283382,3.5,0.7291666666666667,1.2650707
2038,55021,"Columbia, WI",210737.91829286207,1.0115516483516485,57532,1.1428456165125669,3.0,0.8571428571428571,1.2648773
1892,51021,"Bland, VA",89799.0,0.9703337453646476,6280,1.1294094134106123,2.7,0.5294117647058825,1.2647624
1389,37193,"Wilkes, NC",132702.18432132638,0.9975357606334117,68412,1.0299362319035348,3.9,0.8125,1.264646
878,23005,"Cumberland, ME",324584.72862114955,1.0130910639408501,295003,1.1421609191316062,2.2,0.7586206896551725,1.2644645
1266,36063,"Niagara, NY",149299.76125909842,0.989255698308706,209281,1.119956732643654,4.8,0.8135593220338982,1.2643971
140,5129,"Searcy, AR",95207.6170212766,0.9890813253012049,7881,1.2649199319942743,4.5,0.9782608695652176,1.2642388
136,5121,"Randolph, AR",74029.77415657902,1.0294657188718184,17958,1.1833423021425136,3.8,0.8260869565217391,1.2640972
1092,29033,"Carroll, MO",79365.0,0.9813432835820896,8679,1.1319031190252744,3.2,0.5925925925925926,1.2640574
819,21207,"Russell, KY",88372.30749112648,1.0086667792222408,17923,1.274294912409884,5.5,0.6626506024096385,1.2639266
1157,31055,"Douglas, NE",195831.27252012628,1.028293380033009,571327,1.1478916494697615,3.2,0.9696969696969698,1.2638819
5,1011,"Bullock, AL",253656.8270490148,0.972278371354317,10101,1.1691694614661208,3.7,0.5362318840579711,1.2635967
611,18095,"Madison, IN",195337.43162602425,1.0018557322796895,129569,1.1026866225580734,3.6,0.72,1.263583
1444,39103,"Medina, OH",199417.35353487136,1.016226056672471,179746,1.14625130358674,3.5,0.7954545454545454,1.2635598
1806,48121,"Denton, TX",350919.3268304484,1.0977404443388616,887207,1.1761321976189654,3.0,0.8823529411764706,1.2635322
1673,45053,"Jasper, SC",182884.95703095148,1.0707851166102902,30073,1.1535894866883292,2.5,0.5813953488372093,1.2633383
1298,37003,"Alexander, NC",159664.72189082814,1.0098026014596182,37497,1.0762962559887608,3.2,0.7441860465116279,1.2631884
187,6079,"San Luis Obispo, CA",559848.1359136332,1.004641540366852,283111,1.1393838573133186,2.9,0.6744186046511628,1.2627913
53,1117,"Shelby, AL",249728.7139523165,1.0303859297053228,217702,1.1246761900665787,2.2,0.5116279069767442,1.2627769
2039,55025,"Dane, WI",292555.63747585804,1.0289838432813347,546695,1.1424211983341708,2.4,0.8571428571428572,1.262177
1667,45041,"Florence, SC",89640.32790028764,0.9978209892131752,138293,1.125226968812458,2.8,0.5384615384615384,1.2619889
1736,47089,"Jefferson, TN",159360.66487118936,1.0253443215172726,54495,1.1496628165393876,3.7,0.6981132075471699,1.2619717
1905,51065,"Fluvanna, VA",377093.24428675784,1.0413563982128538,27270,1.1090706712866234,2.2,0.6666666666666667,1.2618937
1374,37163,"Sampson, NC",99421.26823866961,1.0048398576512456,63531,1.0370129418099698,3.7,0.6727272727272727,1.2618318
865,22089,"St. Charles, LA",171253.7475381427,1.0057580119706038,53100,1.2699837196085328,4.2,0.7924528301886793,1.2615887
2051,55061,"Kewaunee, WI",201918.7042180306,1.002649656526006,20434,1.1071184537734866,3.2,0.8888888888888891,1.2614967
170,6043,"Mariposa, CA",312680.14523043943,0.9855064161319891,17203,1.3918651345428656,4.6,0.6666666666666666,1.2614965
157,6013,"Contra Costa, CA",835794.4999542466,1.014295662939606,1153526,1.1923190904221856,3.1,0.6888888888888889,1.261445
1251,36033,"Franklin, NY",116103.33411263507,0.9792682210606684,50022,1.1509914991251082,4.7,0.8103448275862071,1.2614331
1753,47123,"Monroe, TN",189490.41705477302,1.0152024079567266,46545,1.1336312327214526,3.6,0.679245283018868,1.2614236
364,13055,"Chattooga, GA",109593.4916436523,0.9981075857626028,24789,1.1450009316687515,5.1,0.7968749999999999,1.261375
1105,29083,"Henry, MO",88529.04505131328,1.0092023121387284,21824,1.0653263697486874,3.7,0.74,1.2613723
348,13021,"Bibb, GA",96339.05277528617,1.000045706226494,153159,1.1354318815202646,4.0,0.6666666666666666,1.261335
587,18033,"DeKalb, IN",161985.30820199265,1.019295695395292,43475,1.1034984954613605,2.8,0.7179487179487181,1.2610095
1042,27093,"Meeker, MN",200074.50007357265,1.0068505029483177,23222,1.1501221429792068,3.8,0.8444444444444444,1.2609751
492,13313,"Whitfield, GA",149132.99800038026,1.0021263145796218,104628,1.0432521110027673,4.6,0.7419354838709676,1.2608175
493,13315,"Wilcox, GA",88515.78250034613,0.9766994683859292,8635,1.233582328033874,4.5,0.6164383561643836,1.2607948
