,fips,county,zhvi_weighted,population_growth,population,All industry total_growth,unemployment_rate,unemployment_rate_growth,predicted_3yr_appreciation
1582,42005,"Armstrong, PA",125740.50841400922,0.9749687485880386,64735,1.129778253347098,5.2,0.7027027027027027,1.1694738
525,17043,"DuPage, IL",305572.91159474023,0.9910497220957504,922921,1.1108746799859772,3.1,0.6458333333333334,1.1693983
1279,36089,"St. Lawrence, NY",80135.45190368227,0.9843854215205255,107740,1.1206540370981104,5.3,0.7910447761194029,1.1692514
2010,54061,"Monongalia, WV",149850.10841285667,0.9997065588822732,105612,1.0734573220405748,3.6,0.8372093023255814,1.1687878
1538,40121,"Pittsburg, OK",82326.93118429297,0.9846396752001804,43654,1.16452372189785,3.9,0.6610169491525423,1.1687596
624,18131,"Pulaski, IN",151674.00637925713,0.9789982564590268,12353,1.1538754513012084,3.0,0.6818181818181818,1.1687473
1164,31083,"Harlan, NE",134795.55182926828,0.9794262532599246,3380,1.143457354439266,2.7,1.08,1.1685421
1895,51029,"Buckingham, VA",121222.00204498974,1.0056888159052255,17148,1.087909015312996,4.0,0.7547169811320755,1.1684077
2031,54105,"Wirt, WV",74272.65257830666,1.0093636205999654,5821,1.097538502040279,7.8,0.8863636363636362,1.1677369
664,19073,"Greene, IA",91844.4455873758,0.9874458393511832,8888,1.2339409441170757,2.4,0.7741935483870968,1.1676949
1131,29181,"Ripley, MO",89201.0,0.9646460980036298,13288,1.0744927815544187,5.5,0.7857142857142857,1.1676288
1091,29031,"Cape Girardeau, MO",167894.0,1.0054305564408184,78871,1.0990746357909706,2.9,0.6744186046511628,1.1676047
1142,29223,"Wayne, MO",115763.27779010427,0.9725747960108794,12873,1.035466833380042,4.8,0.9056603773584906,1.1674893
1830,48245,"Jefferson, TX",115609.95615448216,0.9836440558674946,251565,1.2204154492202153,5.8,0.8285714285714285,1.1674261
795,21157,"Marshall, KY",104613.52328476754,0.9942455242966752,31100,1.0902336851341692,4.5,0.7894736842105263,1.1673465
1885,50027,"Windsor, VT",236435.4633800865,0.9948866202909024,55062,1.0748031372166449,2.0,0.7142857142857143,1.167296
1848,48365,"Panola, TX",167262.0,0.9903924164140228,23194,1.2816443985122934,4.0,0.5555555555555556,1.1670914
1542,40129,"Roger Mills, OK",110428.22353479854,0.976028330155271,3583,0.923695753837411,2.8,0.5599999999999999,1.1670136
541,17101,"Lawrence, IL",46934.87529228371,0.9688542825361512,15678,1.092361404181853,5.3,0.7162162162162161,1.1667846
1100,29057,"Dade, MO",72802.0,0.994083618196161,7561,1.0626812545899962,3.1,0.6888888888888889,1.1667302
1636,42123,"Warren, PA",91396.81079187106,0.9791385599360416,39191,1.1891076629613728,4.6,0.8518518518518517,1.1667258
938,26017,"Bay, MI",129000.9810321614,0.9876928676097346,103126,1.0509345511962258,4.5,0.8181818181818182,1.1667128
1596,42035,"Clinton, PA",145181.08470314613,0.9901325063433888,38632,1.0685827723321286,5.5,0.7857142857142857,1.166676
2019,54081,"Raleigh, WV",87309.34782312771,0.9615314040054525,73361,1.1805896202817203,4.7,0.6714285714285715,1.1664816
676,19109,"Kossuth, IA",93861.34355828221,0.9807335805084746,14813,1.0671939114121982,2.2,0.8461538461538461,1.1661975
1235,36001,"Albany, NY",213446.13240161905,0.9932021443642168,305506,1.104339184548322,3.5,0.853658536585366,1.1661508
292,12045,"Gulf, FL",173529.47326830472,0.8491470551612501,13639,1.1001551865462014,5.0,1.0638297872340423,1.1660528
1618,42081,"Lycoming, PA",157063.77867896855,0.986272154322922,113299,1.0819148393277327,4.9,0.7424242424242425,1.1659951
648,19023,"Butler, IA",112925.55898594378,0.9821112773772276,14439,1.203761286708506,3.2,0.7441860465116279,1.1658622
1103,29071,"Franklin, MO",360991.8845270891,1.0122974762424053,103967,1.0912724973132495,3.2,0.7272727272727273,1.1658442
649,19025,"Calhoun, IA",87513.49361351463,0.9854245234940372,9668,1.0675614509916218,2.6,0.7027027027027027,1.1658432
6,1013,"Butler, AL",68896.18327292017,0.9718169098540876,19448,1.1061344610511463,3.7,0.5362318840579711,1.165582
520,17031,"Cook, IL",290212.318329938,0.9858278818560748,5150233,1.1061242381861067,4.0,0.6451612903225806,1.1654546
687,19149,"Plymouth, IA",152771.83309365186,0.9998808578236696,25177,1.1037022761218354,2.3,0.92,1.1653693
2006,54053,"Mason, WV",96970.45833333331,0.9843343975053828,26516,1.1475491248975638,6.0,0.8450704225352114,1.1653435
1496,40035,"Craig, OK",107788.84564362443,0.9776702385067404,14142,1.1152952237848572,3.3,0.702127659574468,1.1652747
591,18045,"Fountain, IN",114532.62291292065,0.9932551497842864,16346,1.0521256632989102,3.4,0.5964912280701754,1.1649941
517,17019,"Champaign, IL",140773.49744600293,0.9975784736296254,209689,1.060946474334803,3.6,0.72,1.1649837
1273,36077,"Otsego, NY",141539.68415190466,0.9893733785671522,59493,1.1799026538859445,4.1,0.82,1.1649508
1464,39143,"Sandusky, OH",122291.80228967313,0.9865299998314144,58518,1.0549804979220605,4.3,0.8958333333333334,1.1649299
1518,40081,"Lincoln, OK",108348.40275665147,1.0001433815095204,34877,1.1838689459857603,3.4,0.6666666666666667,1.1648312
2014,54069,"Ohio, WV",104917.09156730732,0.9714279011940228,41411,1.225762962343755,4.5,0.8035714285714286,1.1647776
1465,39145,"Scioto, OH",98834.68042597304,0.9853210529070072,75314,1.126292423432468,6.3,0.8076923076923077,1.1646343
615,18103,"Miami, IN",114611.86377856955,0.9853785755902672,35516,1.1243874781674057,3.8,0.8085106382978723,1.1646199
126,5101,"Newton, AR",119830.80320176651,0.98789500509684,7753,1.035467764540995,3.5,0.8974358974358975,1.164536
902,24023,"Garrett, MD",141806.33501388427,0.9882825805572588,29014,1.1678387555274794,4.3,0.7818181818181817,1.1644812
1069,27161,"Waseca, MN",207539.1375464684,0.9908960229995208,18612,0.9563890905629172,3.8,0.8837209302325582,1.1642157
1442,39099,"Mahoning, OH",106630.5526891048,0.9931124033195958,228683,1.104608254803477,5.8,0.90625,1.1642089
707,20087,"Jefferson, KS",166043.4969356991,1.0116340841478964,19043,1.126730701191147,3.1,0.7948717948717949,1.1641343
1411,39037,"Darke, OH",141939.21684877994,0.990101503176817,51113,1.1474811931340962,3.7,0.902439024390244,1.1639476
861,22081,"Red River, LA",101269.0,0.9792367474770908,8442,1.7862787227818826,4.9,0.8166666666666668,1.1638093
933,26007,"Alpena, MI",101333.59195066348,0.9909988486899488,28405,1.102205297976439,4.6,0.7666666666666666,1.1636298
1058,27133,"Rock, MN",135365.37408797164,0.9918015332197616,9315,1.0320041478772828,2.2,0.9565217391304348,1.1635997
2024,54091,"Taylor, WV",124982.27622501117,0.9848395469561114,16695,1.19925706949096,4.9,0.8750000000000001,1.1635721
1453,39121,"Noble, OH",118420.3151111433,0.9988227962052488,14424,0.8691531027466938,7.0,0.7954545454545454,1.1635182
905,24029,"Kent, MD",228585.740567935,0.9875927997559241,19422,1.1361178553521534,3.9,0.8297872340425532,1.163359
2072,56001,"Albany, WY",374743.24683544296,1.02523534530496,38880,1.0807299033675992,3.2,1.0,1.1633326
367,13061,"Clay, GA",80810.18694660586,0.9430948419301164,2834,1.2800312690002609,7.0,0.6666666666666666,1.1630865
106,5059,"Hot Spring, AR",126398.04609627234,1.0099587295890902,33771,1.0662510342704306,3.6,0.9230769230769232,1.1629567
549,17119,"Madison, IL",139109.9876017854,0.9899300183330132,262966,1.2514697661313208,3.7,0.6271186440677966,1.162952
16,1039,"Covington, AL",82291.81431999481,0.9910919693970358,37049,1.0509426252664351,3.5,0.5147058823529412,1.162895
579,18009,"Blackford, IN",94833.38994084515,0.9705323978539,11758,1.1007927482704716,3.8,0.7169811320754716,1.1628654
686,19147,"Palo Alto, IA",97045.74758827387,0.9836174452069958,8886,1.10390830818121,2.2,0.7096774193548387,1.1624908
859,22075,"Plaquemines, LA",298433.0,0.994597607511898,23197,1.2869839111454258,4.2,0.7777777777777778,1.1623553
546,17113,"McLean, IL",156018.33266409585,0.9910267521811984,171517,1.079693136686399,3.6,0.7058823529411765,1.1622461
41,1091,"Marengo, AL",85224.0,0.9660947503201024,18863,1.0898346901501401,3.5,0.4861111111111111,1.1622376
673,19099,"Jasper, IA",141000.83580039674,1.0122223432055748,37185,1.1275600029553223,3.0,0.8571428571428571,1.1621867
1931,51155,"Pulaski, VA",163586.77693703258,0.9935180589214284,34027,1.0082884894405388,3.2,0.5423728813559322,1.1620996
539,17097,"Lake, IL",277678.25897605706,0.9891743046304948,696535,1.0806748649330278,3.9,0.75,1.1620953
1683,45075,"Orangeburg, SC",106034.59843430301,0.9746208394123436,86175,1.1127514141411647,4.6,0.5287356321839081,1.1620554
1529,40103,"Noble, OK",103454.64144503162,0.9755477651183172,11131,1.1492315860792974,2.3,0.6764705882352939,1.1619847
175,6055,"Napa, CA",668668.896256035,0.9780176086339109,137744,1.0980256398367048,2.9,0.6744186046511628,1.1619313
2053,55071,"Manitowoc, WI",132720.9871258803,0.9953748046579624,78981,1.054543880089814,3.3,0.7857142857142856,1.161918
1639,42129,"Westmoreland, PA",160828.08358507586,0.983742404804534,348899,1.136186864572283,4.6,0.793103448275862,1.1617484
515,17005,"Bond, IL",155421.73253109065,0.9927474918409284,16426,1.0487178334037903,3.7,0.7254901960784315,1.1617463
468,13265,"Taliaferro, GA",84111.1240824393,0.9540657976412168,1537,1.1135776331766245,5.1,0.7391304347826086,1.1617022
194,6093,"Siskiyou, CA",177389.0,1.0037578384360015,43539,1.1583877322102318,6.6,0.776470588235294,1.1614988
872,22113,"Vermilion, LA",185725.4194516078,0.9906282251889336,59511,1.1262062276686058,4.9,0.6447368421052633,1.1614174
892,24001,"Allegany, MD",91932.43235403961,0.977280612882184,70416,1.081998821240405,5.1,0.85,1.1612952
1088,29023,"Butler, MO",118548.71953296535,0.9931960064532722,42478,1.0090408370733812,4.7,0.8245614035087719,1.1611549
647,19021,"Buena Vista, IA",117445.8552181442,0.9653136531365314,19620,1.0491301119709528,2.1,0.6,1.1611524
877,23003,"Aroostook, ME",101263.77066986576,0.9825916211186496,67055,1.1365915533690547,4.1,0.7592592592592592,1.1610807
438,13205,"Mitchell, GA",71190.10845440495,0.9736361612113116,21863,1.0778294920507634,4.6,0.6865671641791045,1.1607289
644,19015,"Boone, IA",147531.00222074176,0.9931102362204725,26234,1.0972852188186704,2.4,0.8571428571428572,1.1607087
2044,55045,"Green, WI",272072.83735705214,1.0047027482534592,36960,1.1334518625183898,2.8,0.8749999999999999,1.1606381
1909,51077,"Grayson, VA",107656.0,0.980021428121258,15550,1.2757166039336625,2.8,0.5599999999999999,1.1606225
695,19169,"Story, IA",222291.1672993673,1.0023118285118635,97117,1.110514979056905,1.8,0.7826086956521741,1.1605408
1260,36051,"Livingston, NY",145543.71170709332,0.98303125,62914,1.16802368436131,4.1,0.82,1.1604602
995,26141,"Presque Isle, MI",96017.39272830162,0.9887711032587356,12592,1.1461054383050724,7.4,0.7628865979381444,1.1604435
915,24510,"Baltimore (Independent City), MD",188554.13169273737,0.9631044454469626,593490,1.1109496661796583,5.0,0.78125,1.160129
851,22053,"Jefferson Davis, LA",201955.0,0.9993628138141966,31368,1.0741809132899358,4.5,0.75,1.1601119
1677,45061,"Lee, SC",99022.78410869779,0.9612704215697476,16828,1.2091749130864766,3.8,0.5507246376811593,1.1601104
568,17185,"Wabash, IL",33423.0,0.998093917865188,11520,1.100334246410073,4.0,0.6349206349206349,1.1600615
58,1129,"Washington, AL",108680.0,0.982251368750376,16326,1.0800949851064003,4.7,0.5465116279069768,1.1600258
1222,34033,"Salem, NJ",157221.38809048233,0.987057576380868,62385,1.0677350611605836,4.6,0.7187499999999999,1.1596504
1874,50005,"Caledonia, VT",156160.8635962178,0.9946607415268288,29993,1.0568294408407677,2.9,0.725,1.1594696
1611,42065,"Jefferson, PA",122449.93694320713,0.9862369694079172,43425,1.1399657181947676,4.8,0.7058823529411765,1.1593577
516,17007,"Boone, IL",145668.54307565693,0.9995146537240992,53544,1.0972331938993538,5.4,0.84375,1.1591644
526,17045,"Edgar, IL",61347.974992086114,0.979565043666876,17161,1.1166962178710378,4.1,0.6833333333333332,1.1590097
623,18129,"Posey, IN",149258.00871952204,0.9917313467763952,25427,2.050033414728184,2.7,0.6923076923076924,1.1587293
543,17107,"Logan, IL",100619.58377518557,0.9812109991085508,28618,1.06000188377131,4.2,0.7924528301886793,1.1586796
1490,40021,"Cherokee, OK",96764.27572176165,0.997253591850956,48657,1.0911314613782923,3.8,0.7169811320754716,1.1582384
1509,40061,"Haskell, OK",86966.73444457579,0.9946435604568729,12627,0.9908256620392968,5.0,0.625,1.1582091
838,22009,"Avoyelles, LA",165782.18199237247,0.979528097015836,40144,1.156959911616524,5.6,0.7887323943661971,1.1580651
818,21205,"Rowan, KY",94888.71190309443,1.0018020969855832,24460,1.0648637676591914,5.1,0.8644067796610169,1.1578279
1375,37165,"Scotland, NC",69825.72639545884,0.9862358039026876,34823,1.005741066921482,6.4,0.7032967032967034,1.157692
1291,36113,"Warren, NY",200815.3132040426,0.9923337161302336,63944,1.150871859526651,4.4,0.8301886792452832,1.1576693
1917,51103,"Lancaster, VA",251170.57814740465,0.9844025624361712,10603,1.1288266174221973,4.2,0.7636363636363637,1.157592
574,17203,"Woodford, IL",139642.19914618132,0.9883329478580424,38459,1.039311672131093,3.6,0.6545454545454545,1.157398
1740,47097,"Lauderdale, TN",74745.84925646771,1.0123617693522906,25633,1.1745383047654867,5.4,0.6923076923076924,1.1571329
433,13193,"Macon, GA",95802.38376591727,0.9606024632734828,12947,1.1746584008097165,4.7,0.5595238095238095,1.1570616
1550,40147,"Washington, OK",122232.07066485751,0.9903896053971976,51527,1.2593032741746382,3.2,0.6808510638297872,1.1570327
747,21055,"Crittenden, KY",79699.77902228445,0.9644069652831015,8806,1.0837505395977949,4.7,0.903846153846154,1.1569628
679,19123,"Mahaska, IA",128378.6800663075,0.9958983142522312,22095,1.197954085337411,2.5,0.6756756756756757,1.1569445
133,5115,"Pope, AR",120376.58460631168,1.0027387827284535,64072,1.0592711310104272,4.3,0.9347826086956522,1.1568367
1211,34011,"Cumberland, NJ",146443.79455033972,0.9758146091246664,149527,1.0480257917521765,5.3,0.7162162162162161,1.1568363
863,22085,"Sabine, LA",120251.6066969353,0.9928912907919352,23884,1.2662891213903502,4.9,0.7101449275362319,1.1566677
704,20059,"Franklin, KS",154076.12433960516,1.0008227872898954,25544,1.1311932050125382,3.3,0.7857142857142856,1.1566296
1612,42069,"Lackawanna, PA",148034.51636756494,0.9936968019563609,209674,1.135833077285881,5.0,0.8928571428571429,1.1565039
957,26061,"Houghton, MI",85204.0863632283,0.9830573845009504,35684,1.1003060495121713,4.7,0.7580645161290323,1.1564366
1528,40101,"Muskogee, OK",81755.48821992695,0.9852924129136962,67997,1.013029135529235,3.7,0.6981132075471699,1.1563011
741,21043,"Carter, KY",89940.81518619231,0.9814312921183708,26797,1.0575489452988172,8.0,0.7692307692307692,1.1558936
2018,54079,"Putnam, WV",103961.45811700122,0.996029995588884,56450,1.06158628823377,4.4,0.8979591836734694,1.1558914
980,26109,"Menominee, MI",123945.0,0.9815580834195106,22780,1.2125636707841312,3.9,0.75,1.1558619
2005,54051,"Marshall, WV",103693.19332492311,0.962515762925599,30531,1.2113142691198275,6.4,0.8,1.1554921
59,1131,"Wilcox, AL",70894.0,0.9565658428624124,10373,1.1144942628667514,7.2,0.496551724137931,1.1551976
1206,34001,"Atlantic, NJ",182504.57027869023,0.986726143920484,263670,1.068610171893518,4.9,0.6621621621621622,1.1550388
853,22057,"Lafourche, LA",154093.0,0.990944714027572,97614,1.1286711826841929,4.3,0.6825396825396826,1.1549523
1224,34037,"Sussex, NJ",264663.15333587496,0.9898749339439844,140488,1.0550302525789947,3.3,0.702127659574468,1.1549153
1112,29109,"Lawrence, MO",72802.0,1.0050047164867415,38355,1.0699244251748836,3.5,0.7954545454545454,1.1536134
1597,42037,"Columbia, PA",157914.38341511358,0.9823234996144132,64964,1.0684726664898108,4.9,0.890909090909091,1.1536014
1622,42093,"Montour, PA",180128.95901213778,0.9985211151886948,18230,1.0359992150014483,3.7,0.8809523809523809,1.1535996
1614,42073,"Lawrence, PA",133746.48848304365,0.979238476953908,85512,1.1347354698174856,5.2,0.787878787878788,1.1535251
1160,31067,"Gage, NE",142944.39936043008,0.9948208092485548,21513,1.1642839559731142,3.5,1.0606060606060606,1.153506
740,21041,"Carroll, KY",104922.8276734694,1.0016016581872995,10631,1.0992268054948198,3.8,0.7755102040816325,1.1534088
962,26071,"Iron, MI",90833.0,0.9909554938658548,11066,1.1370141120971016,5.4,0.8307692307692308,1.1533272
828,21225,"Union, KY",60973.0,0.973992549949204,14381,1.3030936570519471,4.4,0.6567164179104478,1.1531451
1666,45039,"Fairfield, SC",169380.3827119812,0.9873635841470421,22347,0.7070082282998884,4.3,0.6056338028169014,1.152894
82,5011,"Bradley, AR",64308.9507102679,0.9821151564923808,10763,1.1291159026057034,4.1,0.82,1.1528413
1445,39105,"Meigs, OH",93029.67426289203,0.9888198221531554,22907,1.1261166225254746,6.9,0.8023255813953489,1.1526532
675,19105,"Jones, IA",162800.60082304527,1.0141722244017262,20681,1.0897040579587711,3.2,0.7619047619047619,1.1526475
1126,29163,"Pike, MO",83759.49442919425,0.9889231101745286,18302,1.0449690827430402,3.5,0.7777777777777778,1.152324
1227,35001,"Bernalillo, NM",212187.85706466943,1.0021219360674534,679121,1.0860956183906394,4.6,0.7796610169491525,1.1522129
857,22071,"Orleans, LA",281121.2418205805,0.9956640797462248,390144,1.1157873918989945,4.7,0.7966101694915254,1.1521118
532,17075,"Iroquois, IL",55661.8115942029,0.9627525476689271,27114,0.9505408228865316,4.0,0.7272727272727273,1.1520002
1992,54021,"Gilmer, WV",101351.0,0.9617654290631916,7823,1.071821487755478,6.8,0.8292682926829269,1.1514026
554,17137,"Morgan, IL",76814.0,0.971875721875722,33658,1.1255535954079887,3.8,0.7755102040816325,1.1506445
48,1105,"Perry, AL",67778.497736007,0.9361099454469156,8923,1.081267072190979,5.3,0.5145631067961165,1.1502773
770,21101,"Henderson, KY",118244.68244679,0.9783173201765776,45210,1.0591850424154532,3.7,0.7872340425531915,1.1501864
1651,45009,"Bamberg, SC",71973.77377338165,0.97154303080536,14066,1.040335684552889,5.3,0.6022727272727272,1.1500015
868,22099,"St. Martin, LA",202542.0,0.9936768890294024,53431,1.0951999730957669,4.9,0.6282051282051283,1.1499108
1872,50001,"Addison, VT",286228.2258142927,0.9958300614659772,36777,1.1103459750539637,2.3,0.793103448275862,1.1497622
566,17179,"Tazewell, IL",126835.82874990262,0.9841038736075024,131803,0.7958925775728549,4.2,0.65625,1.1496713
1629,42107,"Schuylkill, PA",95157.15414657474,0.9851007338132504,141359,1.1098016128139003,5.5,0.9016393442622952,1.1495674
1887,51009,"Amherst, VA",173692.2878180091,0.9911562705804874,31605,1.088301716888494,3.1,0.7209302325581396,1.1494672
1882,50021,"Rutland, VT",194732.97344434707,0.9842529007814351,58191,1.0541756944275384,2.7,0.75,1.1492851
1502,40047,"Garfield, OK",88362.11239448466,0.9770054246075559,61056,0.8083483308296994,2.8,0.6666666666666666,1.1492611
862,22083,"Richland, LA",85297.61444141691,0.9841533796341584,20122,1.1412967030588947,6.0,0.8108108108108107,1.1492466
3,1007,"Bibb, AL",175794.76971635813,0.99149915877092,22394,1.1830278398493748,3.1,0.476923076923077,1.1490693
1166,31097,"Johnson, NE",225515.0,0.9727604066756188,5071,1.1770064203010773,3.4,1.0967741935483872,1.1488237
569,17187,"Warren, IL",77948.65803108808,0.9739794148259512,16844,1.0832345716123086,3.9,0.7358490566037736,1.1488068
729,21019,"Boyd, KY",86107.616487189,0.9708443299183308,46718,1.4115175458713107,5.4,0.675,1.148509
1925,51131,"Northampton, VA",167059.4696193265,0.9756707215464088,11710,1.1204391079745584,4.3,0.7543859649122806,1.1480551
540,17099,"LaSalle, IL",131136.93321913152,0.9859728712062786,108669,1.0792837904087476,5.1,0.75,1.1480331
958,26063,"Huron, MI",82266.32745376955,0.9839611255796228,30981,1.279044858531616,4.3,0.8269230769230769,1.1477684
856,22069,"Natchitoches, LA",112051.43655227454,0.9778085280852808,38158,1.1638454080773415,5.8,0.8656716417910447,1.1476223
565,17177,"Stephenson, IL",143372.8961208019,0.9779135441619234,44498,0.9926105208407028,4.2,0.7118644067796609,1.1475875
1370,37155,"Robeson, NC",77414.557529319,0.9793227022933956,130625,1.121345437856386,5.2,0.65,1.1475589
1241,36013,"Chautauqua, NY",93899.39836652877,0.9821757503521508,126903,1.1132130440026693,4.5,0.7627118644067796,1.1475549
258,8125,"Yuma, CO",142849.0,0.9964196916956738,10019,0.9084922508529076,1.5,0.75,1.1474998
1494,40031,"Comanche, OK",92256.54974536398,0.9918352595221078,120749,1.0363364226037388,3.4,0.7727272727272726,1.147479
472,13273,"Terrell, GA",134242.80765659813,0.9627581537072564,8531,1.0992141490890843,5.1,0.7727272727272727,1.1473675
613,18099,"Marshall, IN",148439.47553796848,0.9929592581462242,46258,1.077576819560072,3.0,0.8108108108108107,1.1472422
20,1047,"Dallas, AL",60721.083634497365,0.9280439121756489,37196,1.0945116856263075,5.5,0.5978260869565218,1.147208
524,17041,"Douglas, IL",114536.17217084984,0.986718710396918,19465,1.0545149025468679,3.4,0.7234042553191489,1.1471004
1470,39155,"Trumbull, OH",99615.63435113043,0.981454031678358,197974,1.047657784223608,6.2,0.911764705882353,1.1467228
655,19041,"Clay, IA",96093.64845670582,0.9828781834918686,16016,1.1802015116143665,2.8,0.7368421052631579,1.1465318
732,21025,"Breathitt, KY",41218.79628625644,0.9584882750246642,12630,1.0165630464348163,7.2,0.7422680412371134,1.1465217
88,5023,"Cleburne, AR",132179.38146621842,0.9899098240177968,24919,0.9931156082262254,4.5,0.7627118644067796,1.1464878
690,19157,"Poweshiek, IA",142300.5579341079,1.0123092072870508,18504,1.1156010880147362,2.7,0.7941176470588236,1.1459637
1906,51067,"Franklin, VA",146418.87883198704,0.9979343993731972,56042,1.1455259431753937,2.8,0.6666666666666666,1.1459289
1188,31181,"Webster, NE",127967.47731092435,0.9778463264161524,3487,0.940631060191544,3.3,1.064516129032258,1.1458791
1345,37103,"Jones, NC",160538.4883151391,0.9823738005840634,9419,1.2126290680224876,3.8,0.7169811320754716,1.1458673
1624,42097,"Northumberland, PA",182802.44508120703,0.9843958258834238,90843,1.0797521177037102,5.7,0.9193548387096774,1.1458204
1619,42085,"Mercer, PA",141281.45808014536,0.9718112222241958,109424,1.0899708978802831,5.0,0.8474576271186439,1.1456085
1552,40151,"Woods, OK",63275.96265844467,0.9602489898438352,8793,1.1020693220221962,1.9,0.6129032258064515,1.1455452
1238,36007,"Broome, NY",121143.92854584295,0.9793828214171868,190488,1.1271304361957464,4.5,0.8181818181818182,1.1453023
850,22051,"Jefferson, LA",225738.228074378,0.9906567530670772,432493,1.0980217750481962,4.0,0.7547169811320755,1.1451601
764,21089,"Greenup, KY",84794.69302633803,0.9797342563644484,35098,1.2462097975637545,6.3,0.7411764705882353,1.1451203
558,17147,"Piatt, IL",170333.38233110614,0.989106753812636,16344,1.04015709101764,3.4,0.6938775510204079,1.145118
1359,37131,"Northampton, NC",386534.0,0.9680031798082178,19483,1.294132101899511,5.0,0.6849315068493149,1.1451083
663,19071,"Fremont, IA",85538.27783750575,1.0018713113574205,6960,1.0998911356038108,2.7,0.8181818181818182,1.1450119
2004,54049,"Marion, WV",145807.6942316008,0.9923545235735524,56072,1.126328515580484,5.1,0.7846153846153846,1.1448069
931,26003,"Alger, MI",120478.31307929971,0.9976996385146236,9108,1.128518261046492,7.6,0.9156626506024096,1.1447434
1450,39115,"Morgan, OH",93353.24816100505,0.9847281612706171,14508,1.139388837384426,6.5,0.7831325301204819,1.1445936
777,21115,"Johnson, KY",82944.92352086527,0.9706885991775308,22188,1.09627385006677,6.3,0.6176470588235294,1.1445737
45,1099,"Monroe, AL",87893.4508696036,0.9621774642658252,20733,1.1621618510749114,4.8,0.5274725274725275,1.144315
2015,54071,"Pendleton, WV",97637.44580893902,0.9988533753762362,6969,1.150085105450401,3.9,1.0,1.1441094
1352,37117,"Martin, NC",109364.61840345744,0.9705042816365368,22440,1.0563903184292174,4.8,0.7058823529411765,1.1439912
1994,54025,"Greenbrier, WV",72436.54785844352,0.975515028706518,34662,1.14865444771416,4.6,0.8518518518518517,1.1439903
498,15003,"Honolulu, HI",753670.3977757018,0.9821570382195132,974563,1.1004812669799602,2.3,0.8518518518518517,1.143765
705,20079,"Harvey, KS",165099.0846205507,0.9914473305304384,34429,1.1449606287516567,2.9,0.6904761904761905,1.1435206
1076,28053,"Humphreys, MS",61223.0,0.9389846297158826,8064,1.1588146725729374,10.4,0.8965517241379308,1.1432319
1632,42115,"Susquehanna, PA",134895.68647945096,0.9776010860079511,40328,1.3752586116104342,4.4,0.7857142857142858,1.1431317
1929,51141,"Patrick, VA",87279.55641154469,0.9894358282760172,17608,1.1222016718705459,3.3,0.6875,1.1430318
743,21047,"Christian, KY",100814.36960227623,0.981405649339796,70461,1.0728388493698582,5.4,0.8852459016393444,1.1428856
560,17163,"St. Clair, IL",144792.5050841937,0.9866976712375612,259686,1.123436317938667,4.2,0.6885245901639345,1.1423068
2023,54089,"Summers, WV",91619.76912092503,0.9687933425797504,12573,1.0452314943166066,5.5,0.9016393442622952,1.1419313
936,26013,"Baraga, MI",108070.27424604037,0.9605663468289258,8209,1.1464347728448432,6.2,0.7469879518072289,1.1417656
1336,37083,"Halifax, NC",92559.00596752964,0.9651645276464343,50010,1.1062804653189848,5.5,0.6962025316455696,1.141423
866,22095,"St. John the Baptist, LA",150368.0,0.9870049077210202,42837,1.6283308039095057,5.4,0.7941176470588236,1.1413674
531,17067,"Hancock, IL",53957.811102544336,0.972699807745125,17708,1.0783627248347671,4.5,0.6923076923076923,1.1413642
530,17065,"Hamilton, IL",69884.0,0.9914488150500856,8116,1.3705414034099292,3.7,0.5967741935483871,1.1413467
528,17057,"Fulton, IL",103227.0840595254,0.9680602148112648,34340,1.1433239953056369,5.3,0.7162162162162161,1.1412826
739,21039,"Carlisle, KY",106804.44348047972,0.9951913025297929,4760,1.0511713409089425,4.0,0.625,1.1412284
657,19047,"Crawford, IA",115113.82191107835,0.9834531953458456,16820,1.1444173434604992,3.6,0.6666666666666666,1.1408346
645,19017,"Bremer, IA",122842.54540569588,1.0127288156140135,25062,1.0816887783429252,2.3,0.6571428571428571,1.14053
836,22001,"Acadia, LA",131795.44301134037,0.9881980059248876,62045,1.088837116763258,5.1,0.6891891891891891,1.1403964
561,17167,"Sangamon, IL",85303.01022270902,0.9830628301334168,194672,1.1266417373512558,3.9,0.78,1.1402229
1200,33009,"Grafton, NH",260144.7628976964,0.998688947157904,89886,1.1113912550614657,2.3,0.9583333333333331,1.1401696
1341,37095,"Hyde, NC",126466.08953646384,0.9085388295914612,4937,1.1273118694558852,8.4,0.8842105263157896,1.1398857
1595,42033,"Clearfield, PA",100901.86668103008,0.9882662476931516,79255,1.1544851704950432,5.3,0.7361111111111109,1.1396576
1243,36017,"Chenango, NY",107007.2711527035,0.9770671634068094,47207,1.0757505633525342,4.3,0.8431372549019608,1.1394985
61,2020,"Anchorage Municipality, AK",307248.41924990923,0.9688846724463328,288000,1.0640934843554095,4.4,0.8301886792452832,1.1393752
702,20035,"Cowley, KS",146233.0,0.979186535764376,34908,1.0968668257165357,3.3,0.7499999999999999,1.1391612
1884,50025,"Windham, VT",209839.13606187122,0.9781989203716146,42222,1.0481102600520853,2.5,0.78125,1.1389421
86,5019,"Clark, AR",96740.66979949876,0.9875232280329176,22320,1.1452998601966806,3.8,0.8837209302325582,1.1387856
