fips,  Construction_growth,"  Finance, insurance, real estate, rental, and leasing_growth",  Manufacturing_growth,"  Mining, quarrying, and oil and gas extraction_growth",  Retail trade_growth, Private industries_growth,All industry total_growth,Government and government enterprises_growth,population_growth,labor_force_growth,employed_growth,unemployed_growth,unemployment_rate_growth,zhvi_weighted_growth,county,Census Population 2010,zhvi_weighted, Private industries,All industry total,Government and government enterprises,population,labor_force,employed,unemployed,unemployment_rate,  Construction_0_yoy__growth,"  Finance, insurance, real estate, rental, and leasing_0_yoy__growth",  Manufacturing_0_yoy__growth,"  Mining, quarrying, and oil and gas extraction_0_yoy__growth",  Retail trade_0_yoy__growth, Private industries_0_yoy__growth,All industry total_0_yoy__growth,Government and government enterprises_0_yoy__growth,population_0_yoy__growth,labor_force_0_yoy__growth,employed_0_yoy__growth,unemployed_0_yoy__growth,unemployment_rate_0_yoy__growth,zhvi_weighted_0_yoy__growth,  Construction_1_yoy__growth,"  Finance, insurance, real estate, rental, and leasing_1_yoy__growth",  Manufacturing_1_yoy__growth,"  Mining, quarrying, and oil and gas extraction_1_yoy__growth",  Retail trade_1_yoy__growth, Private industries_1_yoy__growth,All industry total_1_yoy__growth,Government and government enterprises_1_yoy__growth,population_1_yoy__growth,labor_force_1_yoy__growth,employed_1_yoy__growth,unemployed_1_yoy__growth,unemployment_rate_1_yoy__growth,zhvi_weighted_1_yoy__growth,  Construction_2_yoy__growth,"  Finance, insurance, real estate, rental, and leasing_2_yoy__growth",  Manufacturing_2_yoy__growth,"  Mining, quarrying, and oil and gas extraction_2_yoy__growth",  Retail trade_2_yoy__growth, Private industries_2_yoy__growth,All industry total_2_yoy__growth,Government and government enterprises_2_yoy__growth,population_2_yoy__growth,labor_force_2_yoy__growth,employed_2_yoy__growth,unemployed_2_yoy__growth,unemployment_rate_2_yoy__growth,zhvi_weighted_2_yoy__growth
26091,1.3880858136330834,1.1165371351395006,1.155992712345195,0.5111111111111111,1.014694421657096,1.0815993060970588,1.0775271360767182,1.0499231888636003,0.9995431286549707,0.978267736433129,0.9870798180131631,0.7976459936622906,0.8085106382978723,1.1984903723916223,"Lenawee, MI",152106.0,192655.46570155025,2715911.0,3104791.0,388880.0,98451,46455.0,44693.0,1762.0,3.8,1.0063498355067582,1.0887208924364735,0.9137490021798532,0.6316639741518578,1.0106061921370175,0.9705630307717158,0.9770671159694668,1.0250435580250883,1.0031587206162562,0.9902794653705954,0.9932881431270141,0.9196242171189979,0.926829268292683,1.0562107235335803,1.2083317368481552,1.028467150769061,1.0757348850698685,0.70662100456621,1.022152047394107,1.070518100363702,1.0643404561472496,1.0208843489820192,0.997094293232548,0.9951632406287787,1.001402118757233,0.8681468056184867,0.8723404255319148,1.066526107588578,1.1415137664836967,0.997163079133081,1.1760422596585096,1.1450980392156862,0.9822856849876949,1.040994992461213,1.03615147337895,1.003318133097905,0.9992994639376218,0.9926716785646598,0.9923583197137683,0.9990946129470348,1.0,1.0639286062884836
26093,1.1778375728224617,1.0512938454246084,1.2346167071741525,1.3371690004159158,1.1294842657507798,1.1700146558527942,1.1639067852515956,1.0967642926453571,1.0182872175107534,1.0510531845699704,1.05842354462591,0.8765127191899235,0.8292682926829269,1.1981504029306027,"Livingston, MI",294560.0,266373.0866105378,6746652.0,7321963.0,575311.0,191995,105037.0,101488.0,3549.0,3.4,1.0508365283713212,1.0681536260675737,0.9888182854287989,1.0829777677969907,1.0402611344943564,1.0364296069460188,1.0364581151032046,1.0367925463375953,1.004210471258957,1.0159496266491275,1.0152353323663281,1.0368098159509203,1.0303030303030303,1.0516837930796692,0.9522406213823097,1.0186356352463315,1.1122761416411626,0.976,1.057909336730092,1.056911557810974,1.0542994022449728,1.0245911477038352,1.0069574285428375,1.0156890098338753,1.0162142929755007,1.0005846243788366,0.9705882352941176,1.065077482187334,1.1770733829442948,0.9662100214549446,1.1225431371585812,1.2650769444059338,1.026335526701088,1.0681022847071526,1.0651296724607962,1.0324542991842578,1.0070115143704221,1.0185720718467004,1.0259057630936737,0.8448999753025438,0.8292682926829269,1.069658025308943
26097,1.0494695129745621,,1.2064712710388856,1.1569873679192817,1.1791246702293174,1.1179068694756715,1.1200709585121602,1.1326841619906531,1.006993659082432,0.9965437788018433,1.0070377479206654,0.9017341040462428,0.9,1.214430595772658,"Mackinac, MI",938.0,86816.0,416863.0,489331.0,72468.0,10799,5190.0,4722.0,468.0,9.0,0.9718276515151515,,1.0122960798636473,1.0924981245311327,1.0284989379277791,1.0724432987568948,1.0666104295815786,1.0342524404863846,1.0016696039328448,0.9963524668842388,1.0019096117122852,0.9435483870967742,0.9473684210526315,1.1697431889838044,0.9994676131322094,1.0419406075959547,1.1028464017185822,0.9782050341234314,1.1034572563317924,1.039804827940421,1.0398819521416574,1.0403100084628747,1.001207280832095,1.0019234468166955,1.007912745936698,0.9483747609942639,0.9405940594059407,1.0469016687120025,1.0804678512079764,0.9730602183354854,1.0806732443412652,1.0826249304838325,1.0389636744909694,1.0024886295374582,1.0098472103004292,1.0527360540177246,1.0041029466616933,0.9982718894009217,0.9972275538494348,1.0077071290944124,1.01,0.9916907969281128
26099,1.2128274648806552,1.1144260843348994,1.0339894217931136,0.9126785892696573,1.1007818918801207,1.0909336271433907,1.089814246061505,1.0802097210624018,1.0062611250682183,1.0393761726617383,1.0484773196175863,0.8722259283967089,0.8269230769230769,1.2127840454352108,"Macomb, MI",885155.0,210581.05382786065,37505841.0,41834075.0,4328234.0,873972,452587.0,432975.0,19612.0,4.3,1.0352929887003133,1.03192042330018,1.0160099358571808,0.9396214770623329,1.0199609372194565,1.0200860932813476,1.0221887172891155,1.040778367792825,1.0013485411809189,1.0127481035601602,1.0099884999288535,1.077760070341265,1.048780487804878,1.055424295629111,1.0634262508119015,1.0402395880921012,1.0215948319643668,1.012497396375755,1.0495290417663607,1.0355781437086367,1.033435855459105,1.0148741940907842,1.001642252835784,1.0091022198939166,1.0120064116032077,0.945200498649491,0.9534883720930232,1.0778503805913715,1.101611278255176,1.0381776693351124,0.9961837506661542,0.9593365970626436,1.028308147487604,1.0327105789916404,1.0316630406888352,1.022674941837046,1.003258364093979,1.0170356029863976,1.0257920940729763,0.8562152546141872,0.8269230769230769,1.0660999139953298
26101,0.9222581314673703,1.3146104519448605,1.292096189234095,0.6378121284185494,1.0794177998817516,1.1361429864786285,1.1236530935639935,1.0887102170656757,1.0054864068129707,0.9857075248461903,0.9985809852017028,0.804005722460658,0.8181818181818182,1.213724603113894,"Manistee, MI",19517.0,136431.86862735052,617421.0,828929.0,211507.0,24558,10414.0,9852.0,562.0,5.4,1.0714039680352714,1.1909887219876019,1.0509165413369952,0.5974604588995321,1.0341880341880343,1.065564320859602,1.0509507544925971,1.0104915651829096,1.0042118176242076,1.0053093927985326,1.009840098400984,0.9320066334991708,0.9310344827586208,1.057132502814794,0.8623537099744549,1.0563096664192433,1.0646179312051856,0.8645993836671803,1.036309955454263,1.0362915124861618,1.0354695401484002,1.0332008786435323,1.002541712786455,0.9939550949913645,1.0008206811653673,0.8946587537091988,0.8923076923076922,1.0686871366166564,0.9981913600379518,1.0449564182313866,1.1548693119897093,1.2347205707491082,1.0071644697944562,1.0288957669348369,1.0325534865373744,1.0427851528519145,0.9987307566328202,0.9864647420728822,0.9880397324143523,0.9642346208869814,0.9848484848484849,1.0743360465163727
26103,0.8522189900798091,1.1096297174293779,1.2939750796987037,1.0365559052008453,1.0720018439280394,1.0288253592281935,1.0343064493787106,1.0690428070142184,1.002510070342091,0.9723153358074943,0.9826288545206262,0.8034321372854915,0.8275862068965517,1.167451758277502,"Marquette, MI",71546.0,158786.27980599893,2752078.0,3203275.0,451197.0,66699,32487.0,30942.0,1545.0,4.8,0.8589783107168365,1.0642146092498985,1.0405987917411381,1.0972388172543532,1.021674111040391,1.0229620975778564,1.0243969752342992,1.0332369247257163,1.0047905274099516,0.998125844905985,0.9997738214481889,0.9662288930581614,0.9795918367346937,1.0551011945300948,0.7952921621734738,1.0280190608597535,1.0934454643533011,1.0287236686995125,1.05437603558554,1.0149153112722888,1.0156294608565168,1.0200490539593552,0.9983156121697021,0.9890604108423484,0.9956569296100888,0.8766447368421053,0.890909090909091,1.0542027699613847,1.2475050346833743,1.0142562570376985,1.137222563029858,0.9183174452459678,0.9951478688447082,0.9909513037711437,0.9941356662373302,1.0143179712692836,0.9994138159081344,0.9849155991859212,0.9871383657785259,0.9485179407176287,0.9482758620689655,1.0495923963772686
26105,1.202255504237478,1.2104318844604915,1.007028805339434,1.3226046665563462,1.0486448040236747,1.0977335947421287,1.0859855447800109,1.011785014065297,1.0115931968066643,0.9538278848840458,0.9646037399821905,0.780952380952381,0.8135593220338982,1.1829481395749637,"Mason, MI",44791.0,139879.55656270232,975917.0,1118349.0,142431.0,29144,13655.0,12999.0,656.0,4.8,0.9222923582325725,1.1302223536184979,0.974209479388161,0.7465439940220437,1.0258691384408936,1.0103675006703572,1.0104975825200524,1.0113754979443155,1.0020629899601154,0.98956446119284,0.9907019282066916,0.967551622418879,0.9795918367346937,1.0570825473540761,1.1307738685648716,1.0599285321605278,0.996005684043687,1.2541439700111288,1.0097737851774713,1.0420059009779226,1.0382666582859652,1.013333237393507,1.0030349013657056,0.9831848949055931,0.9915363107383057,0.8453865336658354,0.8596491228070176,1.0592537254156944,1.1527958387516255,1.0104152201083183,1.0378335964605452,1.4126261790501407,1.012307262427922,1.0426712739404451,1.0350941589685774,0.9872417810360015,1.006456091634849,0.9803716121821738,0.9819679430097952,0.9547619047619048,0.9661016949152542,1.0564691090510652
26107,1.0855863467387632,1.2041757148027505,0.9144390218072385,0.48270676691729325,1.0536286159943937,0.9882367144524346,1.000562509327323,1.0359495035982094,1.007232099395007,0.9622651356993737,0.9738254662165902,0.7704315886134068,0.8070175438596491,1.1920452793417342,"Mecosta, MI",56641.0,123973.89692978584,957717.0,1307380.0,349663.0,43453,18437.0,17598.0,839.0,4.6,0.9622989125550463,1.1060318964156008,0.983069340278272,0.3603704743193938,1.0031782929051607,1.0227309860523626,1.0155172855741366,0.9962703577493361,1.001221198156682,0.9963791612624298,1.0012517068730087,0.9040948275862069,0.9199999999999999,1.0325840866175522,0.9160789264249842,1.0311680521038649,0.9680561359680745,0.9410987849973587,1.0454692059015458,0.9946551271797193,1.0002921461632117,1.0156527174494954,1.0032826298025799,0.9842553191489362,0.9912023460410557,0.8689138576779026,0.8771929824561403,1.0921899318398027,1.2314633322068267,1.0558269996380745,0.9608819973347689,1.4233082706766917,1.0046115937879119,0.9714647457427741,0.9849859755327576,1.0238023992012537,1.0027120372731277,0.9812108559498957,0.9812406618338775,0.9807162534435262,1.0,1.0569858069565838
26109,1.084662274490487,1.2510129544027848,1.2122565581650873,3.55327868852459,0.9624203615665728,1.2438467739592713,1.2125636707841312,1.06715051267986,0.9815580834195106,0.9760659516000355,0.9894323389133077,0.7329931972789115,0.75,1.0835963386167524,"Menominee, MI",3390.0,123945.0,685071.0,811524.0,126452.0,22780,11011.0,10580.0,431.0,3.9,1.188744179769215,1.156113414770817,0.996509117840982,1.2988764044943821,1.0119355277475517,1.0648529256327834,1.0586458083301156,1.0262295081967212,0.9935883456187028,1.0000908265213442,1.001609391271419,0.9642058165548099,0.951219512195122,1.0629019809621816,0.7680626101378667,1.0423349137634852,1.1217698343946463,1.8909348441926346,1.0253477912206688,1.0572530562407458,1.0502413354212992,1.0150921013609253,0.9976502328010095,1.0008181074447777,1.008786171330341,0.8433962264150944,0.8541666666666666,1.0114932558442122,1.187981035650514,1.0381355932203389,1.0844499381953028,1.4467213114754098,0.9275573235018273,1.1048372454463586,1.0905981654446757,1.024414532258745,0.990218890037918,0.9751795053629997,0.9792387543252595,0.9013605442176871,0.923076923076923,1.007885787223626
26111,1.2745766835097891,1.0602746327919321,1.0251999807918841,2.502577319587629,1.0299577117851701,1.0781794378807958,1.0768798428337496,1.051849678400729,0.9968113926781904,0.9769544924154026,0.9881058730442329,0.7537046499744506,0.7708333333333334,1.133574403010252,"Midland, MI",132071.0,149078.82943265364,5377862.0,5650311.0,272448.0,83156,40188.0,38713.0,1475.0,3.7,1.0510021564333596,1.0450894059925413,0.9936192792572278,1.3901216893342878,1.02784540330602,1.006532334136883,1.0074276314522634,1.0254279391174743,0.9991949340927387,0.9863296109952141,0.9895961145194274,0.9076923076923077,0.925,1.0465499632047088,1.227147780421761,1.03999852526407,1.2220427027072573,1.6039035591274398,1.0187557601463018,1.0581845433789592,1.05583370669759,1.0106776727466382,0.9989077465972106,1.0049080057218962,1.0113753877973113,0.8708467309753484,0.8695652173913044,1.0559090670214635,0.9882469806549052,0.9755110701903296,0.8443105146055785,1.1224226804123711,0.9836067907943634,1.0122829000523266,1.0124133588263455,1.01492946436155,0.9987053774783631,0.9856573317775185,0.9872635850838459,0.9535002554931017,0.9583333333333333,1.0258020076837966
26113,1.07409200968523,1.3230750401174967,1.4483497267759562,1.1019632678910702,1.169481820784426,1.5805659446796267,1.5188814942358897,1.064642235617544,1.0066586762551604,0.9846699787083038,0.9984898822108125,0.7683215130023641,0.7833333333333333,1.3302504667834028,"Missaukee, MI",3703.0,137504.0,461481.0,503693.0,42212.0,15118,6937.0,6612.0,325.0,4.7,0.8809850509135553,1.1701083622980986,1.0438577144837582,0.9260244811069718,1.0280793844826346,1.2218706643649189,1.2016207911674754,1.0173037065599846,1.0011257532613733,1.0075526506899055,1.0124023886081763,0.9180790960451978,0.9215686274509804,1.046525256676637,1.0384341370130115,1.0461637182616572,1.1153319042766279,1.0352617079889808,1.0771435210285802,1.0016575655268805,1.003860467566804,1.0243661589354927,1.005392809587217,0.9946547240681883,1.0018407731247123,0.8784119106699751,0.8793103448275862,1.0906713816117144,1.1740699977988114,1.0808333559985857,1.2440218579234972,1.149461684610513,1.0560713263261217,1.2914217801707013,1.2591663374756121,1.0216398900350576,1.0001331735251031,0.9825408090844571,0.9844457867713682,0.9527186761229315,0.9666666666666667,1.1654396470827246
